,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,OffRtg,DefRtg,NetRtg,AST%,AST/TO,ASTRatio,OREB%,DREB%,REB%,TOV%,eFG%,TS%,PACE,PIE,Team,Opponent,Home,Date,Win,Minutes
1853,102.0,36.0,83.0,43.4,7.0,26.0,26.9,23.0,29.0,79.3,7.0,45.0,52.0,18.0,13.0,1.0,5.0,20.0,-10.0,103.0,93.1,9.8,66.7,1.73,18.4,26.4,74.1,51.4,14.9,49.4,52.5,101.5,57.7,OKC,SAS,1,01/12/2021,L,48.0
1854,128.0,48.0,92.0,52.2,15.0,34.0,44.1,17.0,28.0,60.7,14.0,39.0,53.0,29.0,8.0,3.0,3.0,23.0,21.0,116.7,113.3,3.4,47.4,1.38,14.5,20.8,71.4,46.4,13.5,54.2,59.6,97.0,51.2,WAS,PHX,1,01/11/2021,W,48.0
1855,109.0,38.0,78.0,48.7,13.0,32.0,40.6,20.0,23.0,87.0,5.0,32.0,37.0,28.0,10.0,8.0,8.0,13.0,21.0,133.3,111.5,21.9,60.4,3.63,20.4,32.7,76.9,54.8,8.3,60.3,61.3,96.0,57.2,CHA,NYK,1,01/11/2021,W,48.0
1856,101.0,40.0,78.0,51.3,5.0,20.0,25.0,16.0,21.0,76.2,7.0,33.0,40.0,32.0,15.0,10.0,6.0,17.0,10.0,105.2,94.8,10.4,80.0,2.13,23.4,22.0,71.4,48.9,15.6,54.5,57.9,96.0,62.1,MEM,CLE,0,01/11/2021,W,48.0
1857,91.0,37.0,82.0,45.1,11.0,26.0,42.3,6.0,14.0,42.9,10.0,30.0,40.0,20.0,21.0,11.0,7.0,21.0,-10.0,111.5,133.3,-21.9,53.8,3.5,16.4,23.1,67.3,45.2,6.3,47.1,53.4,96.0,42.8,CLE,MEM,1,01/11/2021,L,48.0
1858,88.0,34.0,87.0,39.1,9.0,37.0,24.3,11.0,17.0,64.7,17.0,32.0,49.0,20.0,17.0,6.0,6.0,23.0,-21.0,94.8,105.2,-10.4,54.1,0.95,15.4,28.6,78.0,51.1,21.9,51.8,51.6,96.0,37.9,NYK,CHA,0,01/11/2021,L,48.0
1859,112.0,37.0,99.0,37.4,17.0,44.0,38.6,21.0,27.0,77.8,14.0,44.0,58.0,20.0,8.0,7.0,3.0,13.0,18.0,113.3,116.7,-3.4,67.5,1.8,19.7,28.6,79.2,53.6,15.3,55.6,58.9,97.0,48.8,ATL,PHI,1,01/11/2021,W,48.0
1860,121.0,46.0,91.0,50.5,13.0,35.0,37.1,16.0,20.0,80.0,11.0,32.0,43.0,25.0,15.0,15.0,7.0,17.0,22.0,117.3,121.0,-3.6,55.3,2.0,18.2,25.5,73.7,46.1,12.5,55.2,58.1,104.5,45.7,MIL,ORL,0,01/11/2021,W,48.0
1861,111.0,40.0,89.0,44.9,19.0,47.0,40.4,12.0,12.0,100.0,7.0,36.0,43.0,27.0,15.0,6.0,5.0,22.0,-1.0,94.9,110.9,-15.9,54.1,2.22,15.6,16.1,64.6,42.1,9.1,44.6,48.1,100.0,45.5,TOR,POR,0,01/11/2021,L,48.0
1862,122.0,47.0,97.0,48.5,13.0,39.0,33.3,15.0,18.0,83.3,10.0,27.0,37.0,26.0,13.0,14.0,3.0,21.0,-5.0,122.2,100.0,22.2,54.3,1.67,18.0,34.0,66.0,51.0,15.2,57.7,60.6,99.0,60.3,IND,SAC,0,01/11/2021,L,48.0
1863,127.0,47.0,84.0,56.0,15.0,32.0,46.9,18.0,23.0,78.3,7.0,37.0,44.0,29.0,19.0,6.0,9.0,17.0,5.0,97.8,119.8,-22.0,58.8,1.18,15.2,39.3,78.6,56.1,18.9,44.3,46.6,90.5,33.2,SAC,IND,1,01/11/2021,W,48.0
1864,112.0,38.0,83.0,45.8,14.0,42.0,33.3,22.0,25.0,88.0,8.0,34.0,42.0,18.0,13.0,9.0,6.0,14.0,1.0,119.8,97.8,22.0,73.7,2.8,22.0,21.4,60.7,43.9,11.0,57.1,61.8,90.5,66.8,POR,TOR,1,01/11/2021,W,48.0
1865,94.0,37.0,92.0,40.2,8.0,36.0,22.2,12.0,13.0,92.3,9.0,41.0,50.0,20.0,9.0,2.0,12.0,17.0,-18.0,110.9,94.9,15.9,54.1,2.5,14.0,35.4,83.9,57.9,7.9,46.0,50.5,100.0,54.5,PHI,ATL,0,01/11/2021,L,48.0
1866,99.0,39.0,91.0,42.9,11.0,31.0,35.5,10.0,13.0,76.9,15.0,29.0,44.0,24.0,19.0,5.0,4.0,13.0,-22.0,121.0,117.3,3.6,61.7,1.53,20.3,26.3,74.5,53.9,18.1,64.9,67.5,104.5,54.3,ORL,MIL,1,01/11/2021,L,48.0
1867,107.0,39.0,87.0,44.8,4.0,27.0,14.8,25.0,30.0,83.3,8.0,34.0,42.0,21.0,6.0,3.0,6.0,22.0,-21.0,100.0,122.2,-22.2,61.5,1.26,17.1,34.0,66.0,49.0,19.2,48.9,51.2,99.0,39.7,PHX,WAS,0,01/11/2021,L,48.0
1868,116.0,43.0,85.0,50.6,10.0,34.0,29.4,20.0,24.0,83.3,6.0,37.0,43.0,23.0,17.0,3.0,2.0,18.0,-13.0,88.9,98.0,-9.1,58.3,2.1,15.7,22.6,79.6,47.7,10.1,42.6,43.9,98.5,42.9,BKN,OKC,1,01/10/2021,L,48.0
1869,105.0,39.0,96.0,40.6,13.0,38.0,34.2,14.0,22.0,63.6,13.0,35.0,48.0,20.0,12.0,8.0,10.0,22.0,-1.0,113.2,97.1,16.1,60.9,1.65,19.0,28.3,71.2,52.4,16.0,56.0,59.1,105.5,63.3,TOR,GSW,0,01/10/2021,L,48.0
1870,114.0,45.0,84.0,53.6,15.0,35.0,42.9,9.0,12.0,75.0,8.0,35.0,43.0,23.0,12.0,11.0,4.0,25.0,25.0,127.5,124.5,2.9,62.2,2.8,19.6,26.0,80.6,46.9,9.8,59.8,63.1,102.0,49.0,DEN,NYK,0,01/10/2021,W,48.0
1871,129.0,49.0,90.0,54.4,15.0,39.0,38.5,16.0,17.0,94.1,3.0,31.0,34.0,24.0,11.0,12.0,4.0,22.0,13.0,97.1,113.2,-16.1,59.5,1.05,15.4,28.8,71.7,47.6,20.0,47.8,50.9,105.5,36.7,OKC,BKN,0,01/10/2021,W,48.0
1872,102.0,37.0,90.0,41.1,12.0,41.0,29.3,16.0,23.0,69.6,13.0,30.0,43.0,22.0,21.0,7.0,8.0,22.0,-18.0,124.5,127.5,-2.9,63.8,1.3,21.7,19.4,74.0,53.1,22.5,72.7,75.2,102.0,51.0,HOU,LAL,1,01/10/2021,L,48.0
1873,86.0,29.0,87.0,33.3,10.0,42.0,23.8,18.0,21.0,85.7,11.0,28.0,39.0,21.0,8.0,10.0,7.0,23.0,-10.0,96.7,125.3,-28.5,59.4,1.19,15.6,23.9,72.5,46.5,17.4,47.3,52.4,91.5,37.3,DET,UTA,1,01/10/2021,L,48.0
1874,120.0,46.0,91.0,50.5,10.0,29.0,34.5,18.0,24.0,75.0,10.0,39.0,49.0,28.0,17.0,13.0,8.0,23.0,18.0,125.3,96.7,28.5,51.1,1.92,18.4,27.5,76.1,53.5,13.2,62.5,63.8,91.5,62.7,LAL,HOU,0,01/10/2021,W,48.0
1875,88.0,36.0,94.0,38.3,8.0,30.0,26.7,8.0,14.0,57.1,9.0,36.0,45.0,21.0,10.0,4.0,5.0,16.0,-8.0,98.0,88.9,9.1,55.9,1.36,15.0,20.4,77.4,52.3,14.3,47.5,52.7,98.5,57.1,SAS,MIN,0,01/10/2021,L,48.0
1876,106.0,38.0,93.0,40.9,13.0,46.0,28.3,17.0,19.0,89.5,12.0,39.0,51.0,30.0,15.0,2.0,10.0,18.0,1.0,124.0,111.5,12.5,49.0,2.18,18.3,9.5,77.8,44.8,10.6,62.8,66.2,104.0,55.0,GSW,TOR,1,01/10/2021,W,48.0
1877,127.0,47.0,77.0,61.0,18.0,33.0,54.5,15.0,17.0,88.2,3.0,35.0,38.0,30.0,23.0,6.0,2.0,19.0,-3.0,106.0,105.0,1.0,78.9,2.0,20.4,29.8,70.0,50.4,15.0,47.8,52.3,100.0,54.9,CHI,LAC,0,01/10/2021,L,48.0
1878,89.0,32.0,74.0,43.2,6.0,21.0,28.6,19.0,25.0,76.0,8.0,28.0,36.0,19.0,16.0,4.0,1.0,15.0,-25.0,111.5,124.0,-12.5,53.5,1.35,16.9,22.2,90.5,55.2,16.3,56.5,60.7,104.0,45.0,NYK,DEN,1,01/10/2021,L,48.0
1879,96.0,34.0,81.0,42.0,9.0,26.0,34.6,19.0,23.0,82.6,9.0,43.0,52.0,19.0,14.0,6.0,3.0,17.0,8.0,103.2,94.5,8.7,48.6,1.06,13.3,38.0,78.3,60.0,17.2,49.4,52.4,92.0,58.2,MIN,SAS,1,01/10/2021,W,48.0
1880,130.0,45.0,92.0,48.9,20.0,38.0,52.6,20.0,25.0,80.0,12.0,23.0,35.0,28.0,10.0,13.0,5.0,19.0,3.0,94.5,103.2,-8.7,72.4,2.63,16.8,21.7,62.0,40.0,8.8,39.1,44.7,92.0,41.8,LAC,CHI,1,01/10/2021,W,48.0
1881,96.0,35.0,82.0,42.7,11.0,35.0,31.4,15.0,22.0,68.2,16.0,47.0,63.0,17.0,16.0,3.0,5.0,17.0,10.0,105.0,106.0,-1.0,51.3,1.67,14.5,30.0,70.2,49.6,12.0,47.4,49.7,100.0,45.1,UTA,DET,0,01/10/2021,W,48.0
1882,128.0,46.0,93.0,49.5,16.0,43.0,37.2,20.0,26.0,76.9,10.0,51.0,61.0,32.0,16.0,3.0,5.0,24.0,4.0,115.3,112.7,2.6,69.6,2.0,20.5,27.5,86.4,59.1,14.4,58.1,61.3,110.5,55.6,MIA,WAS,0,01/09/2021,W,48.0
1883,90.0,36.0,87.0,41.4,7.0,26.0,26.9,11.0,16.0,68.8,14.0,33.0,47.0,16.0,18.0,6.0,4.0,18.0,-10.0,99.0,114.3,-15.3,44.7,1.7,13.2,24.1,82.9,49.5,10.1,46.1,49.7,98.5,43.2,CLE,MIL,0,01/09/2021,L,48.0
1884,98.0,38.0,89.0,42.7,6.0,31.0,19.4,16.0,22.0,72.7,10.0,33.0,43.0,17.0,10.0,11.0,2.0,16.0,-14.0,95.7,105.3,-9.5,44.4,0.89,12.4,35.2,69.4,51.5,19.1,45.4,47.9,94.5,39.1,ORL,DAL,0,01/09/2021,L,48.0
1885,99.0,33.0,81.0,40.7,8.0,30.0,26.7,25.0,35.0,71.4,6.0,41.0,47.0,21.0,15.0,4.0,5.0,20.0,-26.0,112.7,115.3,-2.6,56.8,4.17,17.5,13.6,72.5,40.9,5.5,52.0,55.7,110.5,44.4,SAC,POR,1,01/09/2021,L,48.0
1886,125.0,44.0,100.0,44.0,17.0,41.0,41.5,20.0,23.0,87.0,9.0,41.0,50.0,26.0,8.0,10.0,5.0,27.0,26.0,116.5,109.4,7.1,67.5,1.8,20.5,22.0,63.2,45.9,15.5,61.7,64.5,96.5,57.8,POR,SAC,0,01/09/2021,W,48.0
1887,103.0,43.0,103.0,41.7,11.0,35.0,31.4,6.0,10.0,60.0,20.0,28.0,48.0,23.0,17.0,8.0,4.0,19.0,-12.0,116.8,93.4,23.4,59.1,3.25,17.9,24.1,86.8,54.1,7.5,52.5,56.8,106.5,59.7,PHI,DEN,1,01/09/2021,L,48.0
1888,100.0,37.0,84.0,44.0,12.0,36.0,33.3,14.0,18.0,77.8,11.0,34.0,45.0,25.0,16.0,11.0,4.0,14.0,10.0,117.3,105.1,12.2,62.2,1.65,19.6,37.0,54.1,46.7,17.3,56.7,59.5,98.0,61.7,MIL,CLE,1,01/09/2021,W,48.0
1889,117.0,44.0,92.0,47.8,12.0,29.0,41.4,17.0,24.0,70.8,13.0,39.0,52.0,23.0,10.0,2.0,4.0,19.0,-8.0,93.4,116.8,-23.4,63.6,1.4,15.8,13.2,75.9,45.9,14.2,45.7,51.3,106.5,40.3,IND,PHX,1,01/09/2021,L,48.0
1890,115.0,45.0,90.0,50.0,12.0,33.0,36.4,13.0,15.0,86.7,15.0,30.0,45.0,28.0,17.0,11.0,7.0,12.0,12.0,119.4,126.3,-6.9,52.3,2.3,17.0,28.3,83.3,54.5,10.2,54.3,57.0,98.5,43.9,DEN,PHI,0,01/09/2021,W,48.0
1891,124.0,44.0,99.0,44.4,15.0,40.0,37.5,21.0,28.0,75.0,7.0,32.0,39.0,25.0,6.0,9.0,2.0,24.0,-4.0,105.3,95.7,9.5,67.6,1.56,18.7,30.6,64.8,48.5,16.8,51.2,54.4,94.5,60.9,WAS,MIA,1,01/09/2021,L,48.0
1892,125.0,44.0,101.0,43.6,13.0,32.0,40.6,24.0,29.0,82.8,12.0,36.0,48.0,22.0,6.0,8.0,3.0,19.0,3.0,105.1,117.3,-12.2,53.5,1.35,15.5,45.9,63.0,53.3,17.3,47.1,48.0,98.0,38.3,SAS,MIN,0,01/09/2021,W,53.0
1893,122.0,48.0,96.0,50.0,15.0,30.0,50.0,11.0,17.0,64.7,11.0,42.0,53.0,29.0,17.0,1.0,7.0,20.0,-3.0,114.0,113.6,0.4,60.4,1.71,19.3,27.5,73.3,52.3,15.9,57.8,58.9,98.26,50.1,MIN,SAS,1,01/09/2021,L,53.0
1894,105.0,34.0,89.0,38.2,14.0,45.0,31.1,23.0,28.0,82.1,17.0,30.0,47.0,25.0,14.0,10.0,4.0,22.0,-8.0,113.6,114.0,-0.4,50.0,3.67,14.9,26.7,72.5,47.7,5.5,50.0,54.9,98.26,49.9,ATL,CHA,0,01/09/2021,L,48.0
1895,113.0,40.0,77.0,51.9,15.0,33.0,45.5,18.0,24.0,75.0,6.0,35.0,41.0,27.0,15.0,11.0,7.0,19.0,8.0,126.3,119.4,6.9,71.7,11.0,23.6,16.7,71.7,45.5,3.0,57.4,61.6,98.5,56.1,CHA,ATL,1,01/09/2021,W,48.0
1896,125.0,46.0,94.0,48.9,16.0,41.0,39.0,17.0,17.0,100.0,4.0,36.0,40.0,33.0,3.0,6.0,2.0,17.0,8.0,114.3,99.0,15.3,64.1,1.39,19.2,17.1,75.9,50.5,18.4,62.0,64.4,98.5,56.8,PHX,IND,0,01/09/2021,W,48.0
1897,112.0,39.0,79.0,49.4,20.0,40.0,50.0,14.0,18.0,77.8,6.0,38.0,44.0,25.0,18.0,5.0,8.0,17.0,14.0,109.4,116.5,-7.1,73.5,1.79,17.6,36.8,78.0,54.1,14.6,46.1,51.8,96.5,42.3,DAL,ORL,1,01/09/2021,W,48.0
1898,123.0,46.0,81.0,56.8,15.0,34.0,44.1,16.0,28.0,57.1,3.0,23.0,26.0,36.0,12.0,9.0,8.0,18.0,-21.0,144.0,121.8,22.2,56.6,2.31,20.8,37.5,82.5,60.0,13.0,69.2,71.5,100.5,55.2,SAC,TOR,1,01/08/2021,L,48.0
1899,117.0,41.0,81.0,50.6,12.0,29.0,41.4,23.0,27.0,85.2,10.0,32.0,42.0,21.0,15.0,3.0,8.0,15.0,2.0,101.9,97.2,4.6,62.2,1.35,16.1,23.2,75.9,49.1,15.7,47.2,53.5,97.81,54.4,LAL,CHI,1,01/08/2021,W,48.0
1900,115.0,46.0,91.0,50.5,10.0,26.0,38.5,13.0,14.0,92.9,9.0,32.0,41.0,26.0,13.0,10.0,3.0,23.0,-2.0,108.2,119.8,-11.5,57.5,1.21,17.3,30.2,74.4,52.3,19.6,56.6,59.2,96.5,45.0,CHI,LAL,0,01/08/2021,L,48.0
1901,131.0,49.0,97.0,50.5,25.0,53.0,47.2,8.0,13.0,61.5,10.0,40.0,50.0,31.0,10.0,6.0,8.0,18.0,13.0,109.4,100.9,8.5,51.2,1.0,14.7,32.0,83.0,56.7,19.8,54.7,58.5,106.0,53.6,UTA,MIL,0,01/08/2021,W,48.0
1902,132.0,51.0,91.0,56.0,22.0,47.0,46.8,8.0,11.0,72.7,7.0,42.0,49.0,34.0,8.0,6.0,8.0,18.0,42.0,114.6,127.2,-12.6,40.9,1.5,13.3,25.9,76.0,49.1,11.7,51.5,55.0,103.0,41.1,HOU,ORL,1,01/08/2021,W,48.0
1903,105.0,41.0,91.0,45.1,17.0,52.0,32.7,6.0,13.0,46.2,9.0,41.0,50.0,24.0,21.0,10.0,7.0,25.0,-5.0,93.8,136.1,-42.3,50.0,1.31,13.4,24.6,78.6,47.5,13.5,42.7,46.9,96.5,30.7,PHX,DET,0,01/08/2021,L,53.0
1904,90.0,34.0,89.0,38.2,8.0,29.0,27.6,14.0,16.0,87.5,9.0,33.0,42.0,17.0,13.0,5.0,2.0,13.0,-42.0,136.1,93.8,42.3,66.7,4.25,24.5,21.4,75.4,52.5,8.2,68.1,68.9,96.5,69.3,ORL,HOU,0,01/08/2021,L,48.0
1905,101.0,38.0,87.0,43.7,11.0,34.0,32.4,14.0,21.0,66.7,11.0,51.0,62.0,16.0,11.0,2.0,7.0,19.0,12.0,119.4,117.3,2.0,51.2,1.4,16.2,25.6,71.7,49.4,15.3,58.0,63.0,98.0,50.2,OKC,NYK,0,01/08/2021,W,48.0
1906,89.0,34.0,96.0,35.4,9.0,27.0,33.3,12.0,20.0,60.0,11.0,38.0,49.0,19.0,5.0,8.0,7.0,19.0,-12.0,121.6,113.4,8.2,80.5,2.2,22.1,40.4,72.1,55.6,15.5,56.3,60.2,97.0,54.3,NYK,OKC,1,01/08/2021,L,48.0
1907,110.0,38.0,77.0,49.4,15.0,38.0,39.5,19.0,26.0,73.1,10.0,26.0,36.0,29.0,19.0,6.0,4.0,17.0,-8.0,119.8,108.2,11.5,62.5,1.56,18.9,25.6,69.8,47.7,16.7,61.0,63.9,96.5,55.0,NOP,CHA,1,01/08/2021,L,48.0
1908,115.0,45.0,98.0,45.9,13.0,32.0,40.6,12.0,14.0,85.7,12.0,34.0,46.0,29.0,14.0,14.0,6.0,18.0,5.0,100.9,109.4,-8.5,53.7,1.29,16.2,17.0,68.0,43.3,16.0,52.8,56.3,106.0,46.4,MEM,BKN,1,01/08/2021,W,48.0
1909,115.0,40.0,82.0,48.8,20.0,41.0,48.8,15.0,18.0,83.3,9.0,29.0,38.0,25.0,16.0,13.0,3.0,19.0,10.0,127.2,114.6,12.6,63.3,3.1,21.2,24.0,74.1,50.9,9.7,63.4,63.8,103.0,58.9,GSW,LAC,1,01/08/2021,W,48.0
1910,144.0,53.0,91.0,58.2,20.0,39.0,51.3,18.0,22.0,81.8,12.0,32.0,44.0,30.0,13.0,8.0,5.0,20.0,21.0,110.6,105.8,4.8,64.4,2.07,19.5,30.9,83.7,54.1,13.5,52.6,55.2,104.0,51.8,TOR,SAC,0,01/08/2021,W,48.0
1911,118.0,41.0,87.0,47.1,16.0,42.0,38.1,20.0,25.0,80.0,16.0,29.0,45.0,33.0,15.0,10.0,4.0,20.0,8.0,121.8,144.0,-22.2,78.3,3.0,25.0,17.5,62.5,40.0,11.9,66.0,65.9,100.5,44.8,CHA,NOP,0,01/08/2021,W,48.0
1912,110.0,37.0,90.0,41.1,11.0,34.0,32.4,25.0,29.0,86.2,9.0,37.0,46.0,23.0,17.0,13.0,4.0,14.0,5.0,113.4,121.6,-8.2,76.3,1.53,21.0,27.9,59.6,44.4,19.6,59.1,62.2,97.0,45.7,DET,PHX,1,01/08/2021,W,53.0
1913,118.0,44.0,98.0,44.9,13.0,42.0,31.0,17.0,21.0,81.0,9.0,36.0,45.0,18.0,12.0,5.0,5.0,19.0,-13.0,117.3,119.4,-2.0,56.5,2.0,19.0,28.3,74.4,50.6,13.3,56.0,59.2,98.0,49.8,MIL,UTA,1,01/08/2021,L,48.0
1914,107.0,41.0,88.0,46.6,11.0,29.0,37.9,14.0,16.0,87.5,7.0,31.0,38.0,22.0,17.0,9.0,4.0,24.0,-9.0,93.7,104.1,-10.4,55.9,3.8,14.7,22.4,73.1,44.5,5.3,40.1,42.5,96.0,42.6,WAS,BOS,0,01/08/2021,L,48.0
1915,116.0,41.0,86.0,47.7,12.0,32.0,37.5,22.0,30.0,73.3,11.0,38.0,49.0,21.0,21.0,11.0,4.0,22.0,9.0,104.1,93.7,10.4,42.1,1.45,12.6,26.9,77.6,55.5,11.3,50.0,52.5,96.0,57.4,BOS,WAS,1,01/08/2021,W,48.0
1916,105.0,40.0,83.0,48.2,14.0,31.0,45.2,11.0,13.0,84.6,10.0,27.0,37.0,23.0,19.0,6.0,5.0,16.0,-10.0,105.8,110.6,-4.8,68.4,1.24,19.1,16.3,69.1,45.9,20.2,55.6,60.9,104.0,48.2,LAC,GSW,0,01/08/2021,L,48.0
1917,110.0,38.0,81.0,46.9,14.0,31.0,45.2,20.0,21.0,95.2,4.0,38.0,42.0,26.0,21.0,6.0,4.0,13.0,-5.0,97.2,101.9,-4.6,58.5,1.14,16.7,24.1,76.8,50.9,19.4,54.4,54.3,97.81,45.6,BKN,MEM,0,01/08/2021,L,48.0
1918,117.0,43.0,97.0,44.3,15.0,44.0,34.1,16.0,21.0,76.2,9.0,38.0,47.0,25.0,14.0,8.0,1.0,27.0,-7.0,114.8,108.3,6.5,64.3,2.08,18.9,16.3,72.7,46.2,12.0,57.5,61.6,97.81,56.5,DEN,DAL,1,01/07/2021,L,53.0
1919,94.0,36.0,79.0,45.6,13.0,30.0,43.3,9.0,16.0,56.3,7.0,30.0,37.0,24.0,16.0,11.0,3.0,14.0,4.0,107.3,126.2,-18.8,61.5,1.5,15.9,32.8,78.6,52.0,14.7,49.5,54.4,108.0,42.7,CLE,MEM,0,01/07/2021,W,48.0
1920,118.0,43.0,92.0,46.7,16.0,35.0,45.7,16.0,17.0,94.1,6.0,34.0,40.0,28.0,8.0,4.0,3.0,15.0,9.0,126.2,107.3,18.8,51.0,1.67,17.7,21.4,67.2,48.0,14.0,64.4,67.4,108.0,57.3,SAS,LAL,0,01/07/2021,W,48.0
1921,135.0,49.0,90.0,54.4,18.0,41.0,43.9,19.0,23.0,82.6,6.0,38.0,44.0,25.0,15.0,10.0,6.0,23.0,18.0,95.7,101.1,-5.3,75.0,1.5,20.1,29.2,81.3,55.2,19.1,50.0,52.0,93.5,52.4,POR,MIN,1,01/07/2021,W,48.0
1922,90.0,36.0,83.0,43.4,11.0,31.0,35.5,7.0,8.0,87.5,11.0,37.0,48.0,27.0,18.0,13.0,6.0,17.0,-4.0,118.0,110.1,7.9,65.1,3.5,20.4,18.4,78.7,47.9,8.0,55.4,59.3,99.5,55.3,MEM,CLE,1,01/07/2021,L,48.0
1923,109.0,43.0,86.0,50.0,10.0,30.0,33.3,13.0,21.0,61.9,9.0,39.0,48.0,21.0,13.0,2.0,4.0,20.0,-9.0,101.1,95.7,5.3,66.7,1.5,19.0,18.8,70.8,44.8,17.2,53.8,54.6,93.5,47.6,LAL,SAS,1,01/07/2021,L,48.0
1924,122.0,44.0,97.0,45.4,15.0,37.0,40.5,19.0,29.0,65.5,11.0,37.0,48.0,30.0,13.0,11.0,7.0,17.0,13.0,108.3,114.8,-6.5,58.1,1.79,16.9,27.3,83.7,53.8,13.0,52.1,55.1,97.81,43.5,BKN,PHI,1,01/07/2021,W,48.0
1925,109.0,41.0,87.0,47.1,9.0,26.0,34.6,18.0,20.0,90.0,4.0,43.0,47.0,23.0,20.0,6.0,6.0,25.0,-13.0,99.1,110.9,-11.8,56.1,1.15,16.4,14.9,76.3,49.1,18.2,52.3,56.9,110.0,44.5,PHI,BKN,0,01/07/2021,L,48.0
1926,124.0,42.0,87.0,48.3,16.0,40.0,40.0,24.0,31.0,77.4,7.0,37.0,44.0,27.0,13.0,12.0,7.0,21.0,7.0,110.9,99.1,11.8,68.2,2.31,19.5,23.7,85.1,50.9,11.8,53.1,55.6,110.0,55.5,DAL,DEN,0,01/07/2021,W,53.0
1927,117.0,39.0,93.0,41.9,14.0,41.0,34.1,25.0,33.0,75.8,15.0,33.0,48.0,24.0,16.0,11.0,4.0,19.0,-18.0,110.1,118.0,-7.9,48.8,1.62,16.2,21.3,81.6,52.1,13.1,55.8,57.2,99.5,44.7,MIN,POR,0,01/07/2021,L,48.0
1928,124.0,49.0,93.0,52.7,14.0,40.0,35.0,12.0,15.0,80.0,10.0,33.0,43.0,27.0,16.0,3.0,2.0,21.0,-4.0,107.8,106.8,1.0,70.0,2.0,20.7,10.0,72.9,40.8,13.6,56.9,59.0,103.0,48.6,CHI,SAC,0,01/06/2021,L,48.0
1929,107.0,39.0,81.0,48.1,8.0,30.0,26.7,21.0,26.0,80.8,5.0,34.0,39.0,19.0,16.0,7.0,12.0,22.0,-7.0,113.8,110.5,3.3,52.4,3.14,16.3,32.8,80.9,54.3,7.4,48.5,51.3,94.5,48.5,HOU,IND,0,01/06/2021,L,48.0
1930,115.0,39.0,79.0,49.4,14.0,35.0,40.0,23.0,32.0,71.9,10.0,32.0,42.0,18.0,12.0,6.0,5.0,19.0,-8.0,126.8,118.6,8.2,75.0,2.5,21.9,23.3,76.1,50.6,12.4,60.8,65.7,97.0,54.0,TOR,PHX,0,01/06/2021,L,48.0
1931,115.0,38.0,97.0,39.2,13.0,41.0,31.7,26.0,30.0,86.7,15.0,32.0,47.0,20.0,9.0,6.0,3.0,20.0,-15.0,114.3,103.1,11.2,48.9,1.69,16.5,28.3,72.2,52.0,13.3,56.3,58.7,97.5,58.2,DET,MIL,0,01/06/2021,L,48.0
1932,141.0,50.0,81.0,61.7,18.0,29.0,62.1,23.0,33.0,69.7,1.0,34.0,35.0,33.0,18.0,9.0,6.0,21.0,5.0,129.3,124.0,5.3,63.8,4.29,21.3,27.7,63.8,45.7,7.1,59.3,62.2,99.5,53.7,PHI,WAS,1,01/06/2021,W,48.0
1933,94.0,36.0,96.0,37.5,7.0,40.0,17.5,15.0,18.0,83.3,12.0,45.0,57.0,25.0,13.0,6.0,1.0,25.0,-8.0,111.7,126.2,-14.6,52.6,2.22,14.2,31.1,73.3,49.1,8.7,45.9,52.2,103.0,41.0,ATL,CHA,1,01/06/2021,L,48.0
1934,111.0,40.0,87.0,46.0,19.0,46.0,41.3,12.0,16.0,75.0,4.0,34.0,38.0,28.0,14.0,10.0,5.0,18.0,1.0,105.9,114.0,-8.1,48.7,1.19,14.6,26.2,68.0,48.9,15.8,53.1,57.9,100.5,48.3,OKC,NOP,0,01/06/2021,W,48.0
1935,101.0,39.0,86.0,45.3,8.0,30.0,26.7,15.0,19.0,78.9,8.0,27.0,35.0,25.0,13.0,10.0,2.0,21.0,-7.0,128.2,123.6,4.5,66.0,1.83,22.4,11.4,72.5,47.7,16.4,72.8,73.8,110.0,56.7,GSW,LAC,1,01/06/2021,L,48.0
1936,128.0,47.0,91.0,51.6,14.0,37.0,37.8,20.0,27.0,74.1,12.0,27.0,39.0,30.0,7.0,8.0,3.0,16.0,4.0,100.0,92.2,7.8,68.8,2.2,16.4,18.2,72.6,47.0,9.8,44.1,51.2,102.0,57.1,SAC,CHI,1,01/06/2021,W,48.0
1937,107.0,42.0,99.0,42.4,12.0,35.0,34.3,11.0,12.0,91.7,16.0,37.0,53.0,22.0,7.0,7.0,5.0,23.0,2.0,110.5,100.0,10.5,50.0,1.25,16.0,25.6,71.7,51.0,16.8,56.8,59.0,94.5,51.3,BOS,MIA,0,01/06/2021,W,48.0
1938,112.0,45.0,87.0,51.7,8.0,22.0,36.4,14.0,19.0,73.7,11.0,37.0,48.0,22.0,13.0,10.0,5.0,17.0,12.0,106.8,107.8,-1.0,56.8,1.67,17.7,27.1,90.0,59.2,14.6,51.7,55.5,103.0,51.4,NYK,UTA,1,01/06/2021,W,48.0
1939,105.0,40.0,81.0,49.4,12.0,29.0,41.4,13.0,18.0,72.2,8.0,35.0,43.0,20.0,16.0,4.0,4.0,22.0,11.0,110.5,113.8,-3.3,74.3,2.89,20.0,19.1,67.2,45.7,9.5,51.2,56.8,94.5,51.5,ORL,CLE,1,01/06/2021,W,48.0
